_id,state_id,state_abbr,year,population,violent_crime,homicide,rape_legacy,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft
ObjectId("5ea70f340e750000200362ce"),17,ID,1989,1014000,2582,26,236,152,2168,37278,8843,26825,1610
ObjectId("5ea70f340e750000200362cf"),17,ID,1990,1006749,2776,27,275,151,2323,38069,8187,28216,1666
ObjectId("5ea70f340e750000200362d0"),17,ID,1991,1039000,3016,19,300,215,2482,40578,8582,30143,1853
ObjectId("5ea70f340e750000200362d1"),17,ID,1992,1067000,3003,37,339,229,2398,39636,7934,30023,1679
ObjectId("5ea70f340e750000200362d2"),17,ID,1993,1099000,3097,32,388,186,2491,39161,7350,29795,2016
ObjectId("5ea70f340e750000200362d3"),17,ID,1994,1133000,3238,40,316,209,2673,42954,8147,32597,2210
ObjectId("5ea70f340e750000200362d4"),17,ID,2017,1718904,4111,42,,222,3092,28557,5837,20570,2150
ObjectId("5ea70f340e750000200362d5"),17,ID,2018,1754208,3983,35,,200,2957,25636,4940,18732,1964
ObjectId("5ea70f340e750000200362d6"),17,ID,2016,1680026,3876,49,719,213,2895,29357,6318,20962,2077
ObjectId("5ea70f340e750000200362d7"),18,IL,1996,11847000,105482,1179,4548,33106,66649,524777,108185,358515,58077
ObjectId("5ea70f340e750000200362d8"),18,IL,1997,11896000,102476,1096,4415,33123,63842,509113,103550,350140,55423
ObjectId("5ea70f340e750000200362d9"),18,IL,1998,12045000,97291,1008,4095,29927,62261,487915,97792,337191,52932
ObjectId("5ea70f340e750000200362da"),18,IL,1999,12128370,83621,939,4297,26365,52020,463939,86317,320954,56668
ObjectId("5ea70f340e750000200362db"),18,IL,2000,12419293,81196,898,3926,25641,50731,445278,81850,313161,50267
ObjectId("5ea70f340e750000200362dc"),18,IL,2001,12520227,79270,982,4010,24931,49347,434648,79158,306757,48733
ObjectId("5ea70f340e750000200362dd"),18,IL,2002,12586447,75759,961,4370,25314,45114,430479,81440,304227,44812
ObjectId("5ea70f340e750000200362de"),18,IL,2003,12649087,70376,895,4189,23786,41506,415885,78345,295907,41633
ObjectId("5ea70f340e750000200362df"),18,IL,2010,12841980,57132,704,3066,20386,32976,349064,77472,242681,28911
ObjectId("5ea70f340e750000200362e0"),18,IL,2011,12859752,54523,781,3030,20217,30495,344468,77719,237362,29387
ObjectId("5ea70f340e750000200362e1"),18,IL,2012,12868192,53556,770,3581,19480,29725,332706,71100,235314,26292
ObjectId("5ea70f340e750000200362e2"),18,IL,2007,12852548,68528,752,4103,23100,40573,377322,75524,267911,33887
ObjectId("5ea70f340e750000200362e3"),18,IL,2008,12901563,67780,790,4118,24054,38818,378355,78968,266815,32572
ObjectId("5ea70f340e750000200362e4"),18,IL,2009,12910409,64185,773,3901,22923,36588,353347,77850,248821,26676
ObjectId("5ea70f340e750000200362e5"),18,IL,2004,12712016,69365,780,4220,22582,41783,403486,76088,287025,40373
ObjectId("5ea70f340e750000200362e6"),18,IL,2005,12765427,70496,770,4313,23255,42158,394670,77635,277662,39373
ObjectId("5ea70f340e750000200362e7"),18,IL,2006,12831970,69498,780,4078,23782,40858,387478,77259,272578,37641
ObjectId("5ea70f340e750000200362e8"),18,IL,1995,11830000,117836,1221,4313,39139,73163,527572,108555,357143,61874
ObjectId("5ea70f340e750000200362e9"),18,IL,2015,12839047,49755,754,3602,15056,29019,256962,46846,192424,17692
ObjectId("5ea70f340e750000200362ea"),18,IL,2013,12890552,51956,722,3895,17733,28161,296048,59093,216059,20896
ObjectId("5ea70f340e750000200362eb"),18,IL,2014,12882189,47775,690,3182,15271,27485,269647,50759,201003,17885
ObjectId("5ea70f340e750000200362ec"),18,IL,1979,11230000,83540,1203,3702,36056,42579,593750,161776,356062,75912
ObjectId("5ea70f340e750000200362ed"),18,IL,1980,11355062,91753,1205,3950,41675,44923,620107,177099,369319,73689
ObjectId("5ea70f340e750000200362ee"),18,IL,1981,11455000,90781,1205,3716,42752,43108,609767,173142,366696,69929
ObjectId("5ea70f340e750000200362ef"),18,IL,1982,11448000,88644,1005,3424,39700,44515,579954,157273,354106,68575
ObjectId("5ea70f340e750000200362f0"),18,IL,1983,11486000,83629,1112,3619,36625,42273,552857,148445,339061,65351
ObjectId("5ea70f340e750000200362f1"),18,IL,1984,11511000,83441,1033,3594,34965,43849,527124,135068,324649,67407
ObjectId("5ea70f340e750000200362f2"),18,IL,1985,11535000,82448,927,4529,33120,43872,530205,131015,331030,68160
ObjectId("5ea70f340e750000200362f3"),18,IL,1986,11533000,93454,1023,4765,37583,50083,548311,136306,339418,72587
ObjectId("5ea70f340e750000200362f4"),18,IL,1987,11582000,92216,967,4443,36406,50400,535126,130147,342492,62487
ObjectId("5ea70f340e750000200362f5"),18,IL,1988,11544000,93557,991,4449,36097,52020,555316,130292,355148,69876
ObjectId("5ea70f340e750000200362f6"),18,IL,1989,11658000,98611,1051,4161,39138,54261,558803,125441,362556,70806
ObjectId("5ea70f340e750000200362f7"),18,IL,1990,11430602,110575,1182,4505,45038,59850,567841,121506,372862,73473
ObjectId("5ea70f340e750000200362f8"),18,IL,1991,11543000,119955,1300,4615,52653,61387,587868,129284,382942,75642
ObjectId("5ea70f340e750000200362f9"),18,IL,1992,11631000,113664,1322,4312,47973,60057,556900,125306,359618,71976
ObjectId("5ea70f340e750000200362fa"),18,IL,1993,11697000,112260,1332,4046,44584,62298,544869,118788,360730,65351
ObjectId("5ea70f340e750000200362fb"),18,IL,1994,11752000,112928,1378,3913,43788,63849,548222,118116,363888,66218
ObjectId("5ea70f340e750000200362fc"),18,IL,2017,12786196,55777,983,,17731,31639,255108,43355,190860,20893
ObjectId("5ea70f340e750000200362fd"),18,IL,2018,12741080,51490,884,,14208,30539,246264,39080,187591,19593
ObjectId("5ea70f340e750000200362fe"),18,IL,2016,12835726,56054,1061,4908,17829,32161,263256,48193,195196,19867
ObjectId("5ea70f340e750000200362ff"),19,IN,1996,5841000,31366,420,1992,7249,21705,231376,45782,160777,24817
ObjectId("5ea70f340e75000020036300"),19,IN,1997,5864000,30179,430,1928,7763,20058,231723,48182,158442,25099
ObjectId("5ea70f340e75000020036301"),19,IN,1998,5899000,25423,454,1952,6561,16456,220529,46552,152790,21187
ObjectId("5ea70f340e75000020036302"),19,IN,1999,5942901,22261,391,1607,6496,13767,201547,42463,138794,20290
ObjectId("5ea70f340e75000020036303"),19,IN,2000,6080485,21230,352,1759,6282,12837,206905,41108,144707,21090
ObjectId("5ea70f340e75000020036304"),19,IN,2001,6126743,22734,413,1716,7171,13434,211548,42758,147291,21499
ObjectId("5ea70f340e75000020036305"),19,IN,2002,6156913,22001,362,1843,6612,13184,208965,42605,146073,20287
ObjectId("5ea70f340e75000020036306"),19,IN,2003,6199571,21842,338,1720,6401,13383,208039,41582,145686,20771
ObjectId("5ea70f340e75000020036307"),19,IN,2004,6226537,20294,316,1803,6373,11802,211929,42168,148670,21091
ObjectId("5ea70f340e75000020036308"),19,IN,2005,6266019,20302,356,1856,6809,11281,216778,43756,151278,21744
ObjectId("5ea70f340e75000020036309"),19,IN,2009,6423113,21455,312,1621,7347,12175,199907,48880,137190,13837
ObjectId("5ea70f340e7500002003630a"),19,IN,2006,6313520,20303,361,1811,7175,10956,217783,45538,150655,21590
ObjectId("5ea70f340e7500002003630b"),19,IN,2007,6345289,21310,350,1738,7845,11377,213887,46485,147999,19403
ObjectId("5ea70f340e7500002003630c"),19,IN,2008,6376792,21525,322,1711,7580,11912,213639,48805,147334,17500
ObjectId("5ea70f340e7500002003630d"),19,IN,2010,6490622,20983,268,1760,6559,12396,199274,48570,137204,13500
ObjectId("5ea70f340e7500002003630e"),19,IN,2011,6516353,21619,306,1758,6977,12578,206016,50571,140630,14815
ObjectId("5ea70f340e7500002003630f"),19,IN,2012,6537782,22544,307,1661,6601,13975,197994,47689,136668,13637
ObjectId("5ea70f340e75000020036310"),19,IN,2014,6597880,24105,333,1608,6894,14681,174909,36909,124144,13856
ObjectId("5ea70f340e75000020036311"),19,IN,1995,5803000,30451,466,1930,7844,20211,238317,47676,163618,27023
ObjectId("5ea70f340e75000020036312"),19,IN,2015,6612768,25373,370,1757,7081,15536,171878,34404,123940,13534
ObjectId("5ea70f340e75000020036313"),19,IN,2013,6570713,23627,357,1623,7114,13915,187472,42754,130534,14184
ObjectId("5ea70f340e75000020036314"),19,IN,1979,5400000,18254,448,1681,7167,8958,230223,63176,143666,23381
ObjectId("5ea70f340e75000020036315"),19,IN,1980,5461103,20633,485,1808,7720,10620,248619,71720,153297,23602
ObjectId("5ea70f340e75000020036316"),19,IN,1981,5466000,18672,388,1616,7050,9618,229472,63887,147038,18547
ObjectId("5ea70f340e75000020036317"),19,IN,1982,5471000,16444,355,1521,5966,8602,225894,59569,148454,17871
ObjectId("5ea70f340e75000020036318"),19,IN,1983,5479000,15547,286,1509,5474,8278,210725,54147,138929,17649
ObjectId("5ea70f340e75000020036319"),19,IN,1984,5498000,16781,303,1372,5435,9671,199258,51019,128941,19298
ObjectId("5ea70f340e7500002003631a"),19,IN,1985,5499000,17014,319,1318,5065,10312,198220,50295,129861,18064
ObjectId("5ea70f340e7500002003631b"),19,IN,1986,5504000,16937,329,1424,4954,10230,195233,48802,128404,18027
ObjectId("5ea70f340e7500002003631c"),19,IN,1987,5531000,18169,307,1609,4901,11352,209695,52363,137722,19610
ObjectId("5ea70f340e7500002003631d"),19,IN,1988,5575000,21187,358,1731,4963,14135,210177,52137,138335,19705
ObjectId("5ea70f340e7500002003631e"),19,IN,1989,5593000,22735,353,1804,5671,14907,225592,54201,149514,21877
ObjectId("5ea70f340e7500002003631f"),19,IN,1990,5544159,26275,344,2103,5619,18209,233376,52297,156741,24338
ObjectId("5ea70f340e75000020036320"),19,IN,1991,5610000,28349,423,2318,6506,19102,241930,54814,161039,26077
ObjectId("5ea70f340e75000020036321"),19,IN,1992,5662000,28791,464,2398,6921,19008,236584,53907,157181,25496
ObjectId("5ea70f340e75000020036322"),19,IN,1993,5713000,27941,430,2234,6845,18432,227149,48677,154016,24456
ObjectId("5ea70f340e75000020036323"),19,IN,1994,5752000,30205,453,2046,7490,20216,233975,48921,160043,25011
ObjectId("5ea70f340e75000020036324"),19,IN,2017,6660082,26307,413,,7035,16247,158932,29799,114395,14738
ObjectId("5ea70f340e75000020036325"),19,IN,2018,6691878,25581,438,,5939,16834,145838,25268,105242,15328
ObjectId("5ea70f340e75000020036326"),19,IN,2016,6634007,26516,431,2501,7291,16345,168460,33567,120454,14439
ObjectId("5ea70f340e75000020036327"),16,IA,1997,2852000,8841,52,579,1593,6617,99986,22003,71301,6682
ObjectId("5ea70f340e75000020036328"),16,IA,2001,2931967,7865,50,649,1154,6012,88634,16885,66244,5505
ObjectId("5ea70f340e75000020036329"),16,IA,2002,2935840,8388,44,797,1169,6378,92877,18643,68411,5823
ObjectId("5ea70f340e7500002003632a"),16,IA,2003,2941976,8175,50,796,1131,6198,87554,17515,64400,5639
ObjectId("5ea70f340e7500002003632b"),16,IA,2004,2952904,8499,44,782,1160,6513,85775,17928,62214,5633
ObjectId("5ea70f340e7500002003632c"),16,IA,2005,2965524,8697,40,847,1153,6657,84370,18147,60723,5500
ObjectId("5ea70f340e7500002003632d"),16,IA,2012,3075039,8167,49,901,962,6255,70357,17201,49116,4040
ObjectId("5ea70f340e7500002003632e"),16,IA,2009,3007856,8485,38,890,1201,6356,70080,16419,49757,3904
ObjectId("5ea70f340e7500002003632f"),16,IA,1998,2862000,8916,54,728,1456,6678,91272,19282,66016,5974
ObjectId("5ea70f340e75000020036330"),16,IA,1999,2869413,8034,43,780,1051,6160,84463,17012,62316,5135
ObjectId("5ea70f340e75000020036331"),16,IA,2000,2926324,7796,46,676,1071,6003,86834,16342,65118,5374
ObjectId("5ea70f340e75000020036332"),16,IA,2014,3109481,8484,60,829,1047,6227,65100,14363,46594,4143
ObjectId("5ea70f340e75000020036333"),16,IA,1982,2905000,5018,67,362,1051,3538,115148,27535,82568,5045
ObjectId("5ea70f340e75000020036334"),16,IA,1996,2852000,7771,53,561,1286,5871,96296,18954,71893,5449
ObjectId("5ea70f340e75000020036335"),16,IA,1983,2905000,5262,68,365,1192,3637,108587,26599,77402,4586
ObjectId("5ea70f340e75000020036336"),16,IA,1995,2842000,10071,51,619,1507,7894,106504,21527,78645,6332
ObjectId("5ea70f340e75000020036337"),16,IA,2015,3121997,8619,73,877,1050,6291,64688,14977,45328,4383
ObjectId("5ea70f340e75000020036338"),16,IA,2013,3092341,8443,41,873,937,6332,67976,15918,47803,4255
ObjectId("5ea70f340e75000020036339"),16,IA,1979,2903000,5259,65,320,1457,3417,119620,26768,85023,7829
ObjectId("5ea70f340e7500002003633a"),16,IA,1980,2907804,5826,63,416,1596,3751,132200,31390,93605,7205
ObjectId("5ea70f340e7500002003633b"),16,IA,1981,2897000,5915,76,389,1554,3896,130723,30925,93333,6465
ObjectId("5ea70f340e7500002003633c"),16,IA,1985,2884000,6106,55,363,1187,4501,107607,26349,76835,4423
ObjectId("5ea70f340e7500002003633d"),16,IA,1986,2851000,6703,51,356,1197,5099,111633,27255,79864,4514
ObjectId("5ea70f340e7500002003633e"),16,IA,1987,2834000,6553,59,337,1025,5132,110781,26010,80489,4282
ObjectId("5ea70f340e7500002003633f"),16,IA,1988,2834000,7279,47,446,1132,5654,108254,24211,79447,4596
ObjectId("5ea70f340e75000020036340"),16,IA,1989,2840000,7563,54,459,1108,5942,108349,24052,79801,4496
ObjectId("5ea70f340e75000020036341"),16,IA,1990,2776755,8321,54,510,1089,6668,105550,22448,78384,4718
ObjectId("5ea70f340e75000020036342"),16,IA,1991,2795000,8477,57,583,1257,6580,107069,23267,79030,4772
ObjectId("5ea70f340e75000020036343"),16,IA,1992,2812000,7816,44,528,1113,6131,103459,21197,77788,4474
ObjectId("5ea70f340e75000020036344"),16,IA,1993,2814000,9159,66,686,1517,6890,99080,20562,73148,5370
ObjectId("5ea70f340e75000020036345"),16,IA,1994,2829000,8914,47,666,1327,6874,94475,18872,70507,5096
ObjectId("5ea70f340e75000020036346"),16,IA,2017,3143637,9038,98,,1269,6366,65652,14711,45441,5500
ObjectId("5ea70f340e75000020036347"),16,IA,2018,3156145,7893,54,,932,5931,53385,11127,37571,4687
ObjectId("5ea70f340e75000020036348"),16,IA,2010,3050202,8191,38,883,1012,6258,68740,16746,48194,3800
ObjectId("5ea70f340e75000020036349"),16,IA,2016,3130869,9170,73,1247,1150,6669,65888,15306,45580,5002
ObjectId("5ea70f340e7500002003634a"),16,IA,2006,2982085,8521,55,871,1309,6286,84202,18160,60998,5044
ObjectId("5ea70f340e7500002003634b"),16,IA,2007,2988046,8970,39,970,1328,6633,79133,17176,57018,4939
ObjectId("5ea70f340e7500002003634c"),16,IA,2008,3002555,8651,77,937,1249,6388,73273,16598,52299,4376
ObjectId("5ea70f340e7500002003634d"),16,IA,2011,3064097,7883,44,866,824,6149,72043,17573,50472,3998
ObjectId("5ea70f340e7500002003634e"),16,IA,1984,2910000,5781,59,375,1114,4233,104785,25357,74818,4610
ObjectId("5ea70f340e7500002003634f"),20,KS,1997,2595000,11151,150,1179,2535,7287,122553,24292,91823,6438
ObjectId("5ea70f340e75000020036350"),20,KS,2006,2764075,11960,125,1279,1878,8678,104260,20086,75450,8724
ObjectId("5ea70f340e75000020036351"),20,KS,2007,2775997,12730,106,1287,2022,9315,102961,20461,73900,8600
ObjectId("5ea70f340e75000020036352"),20,KS,2008,2802134,11554,113,1226,1681,8534,94882,19651,67826,7405
ObjectId("5ea70f340e75000020036353"),20,KS,2009,2818747,11460,125,1179,1786,8370,90930,19473,65499,5958
ObjectId("5ea70f340e75000020036354"),20,KS,2010,2859143,10602,97,1146,1538,7821,89109,19315,63774,6020
ObjectId("5ea70f340e75000020036355"),20,KS,2011,2870386,10209,111,1122,1448,7528,88655,18712,63259,6684
ObjectId("5ea70f340e75000020036356"),20,KS,2012,2885398,10292,85,1105,1493,7609,91066,18874,65413,6779
ObjectId("5ea70f340e75000020036357"),20,KS,1998,2629000,10972,173,1128,2287,7384,117114,24984,85329,6801
ObjectId("5ea70f340e75000020036358"),20,KS,1995,2565000,10792,159,938,2775,6920,114558,27404,78855,8299
ObjectId("5ea70f340e75000020036359"),20,KS,2015,2906721,11483,126,1226,1823,7850,80059,15619,57435,7005
ObjectId("5ea70f340e7500002003635a"),20,KS,2013,2895801,9928,117,1003,1339,7177,85704,17476,61557,6671
ObjectId("5ea70f340e7500002003635b"),20,KS,1979,2369000,8376,130,626,2423,5197,107605,31504,69622,6479
ObjectId("5ea70f340e7500002003635c"),20,KS,1980,2354783,9168,163,742,2664,5599,117492,35826,75268,6398
ObjectId("5ea70f340e7500002003635d"),20,KS,1981,2381000,8796,151,733,2611,5301,119880,36768,77039,6073
ObjectId("5ea70f340e7500002003635e"),20,KS,1982,2408000,8088,138,596,2095,5259,111156,32382,73416,5358
ObjectId("5ea70f340e7500002003635f"),20,KS,1983,2425000,7919,137,627,2038,5117,101928,28318,68735,4875
ObjectId("5ea70f340e75000020036360"),20,KS,1984,2438000,8147,89,669,1745,5644,97646,25577,67028,5041
ObjectId("5ea70f340e75000020036361"),20,KS,1985,2450000,8716,121,719,1929,5947,98474,25740,67433,5301
ObjectId("5ea70f340e75000020036362"),20,KS,1986,2461000,9076,108,810,1958,6200,109607,29229,74029,6349
ObjectId("5ea70f340e75000020036363"),20,KS,1987,2476000,8932,110,808,2032,5982,112488,28177,78043,6268
ObjectId("5ea70f340e75000020036364"),20,KS,1988,2487000,9083,85,779,2136,6083,112280,29321,76927,6032
ObjectId("5ea70f340e75000020036365"),20,KS,1989,2513000,10073,138,917,2508,6510,115146,29871,77802,7473
ObjectId("5ea70f340e75000020036366"),20,KS,1990,2477574,11093,98,1002,2914,7079,117571,28901,80361,8309
ObjectId("5ea70f340e75000020036367"),20,KS,1991,2495000,12465,153,1118,3453,7741,125616,32601,84258,8757
ObjectId("5ea70f340e75000020036368"),20,KS,1992,2523000,12888,151,1042,3277,8418,121334,32639,80526,8169
ObjectId("5ea70f340e75000020036369"),20,KS,1993,2531000,12564,161,1016,3128,8259,113360,28655,76538,8167
ObjectId("5ea70f340e7500002003636a"),20,KS,1994,2554000,11314,170,1055,2940,7149,112477,28635,75459,8383
ObjectId("5ea70f340e7500002003636b"),20,KS,2017,2910689,11654,134,,1633,8383,79387,13102,58891,7394
ObjectId("5ea70f340e7500002003636c"),20,KS,2018,2911505,12782,113,,1543,9559,76686,12537,56305,7844
ObjectId("5ea70f340e7500002003636d"),20,KS,2014,2902507,10235,92,1066,1361,7299,80029,15921,57169,6939
ObjectId("5ea70f340e7500002003636e"),20,KS,2016,2907731,11665,132,1312,1757,8158,82293,14759,60119,7415
ObjectId("5ea70f340e7500002003636f"),20,KS,1996,2572000,10642,170,1096,2476,6900,109772,25239,78145,6388
ObjectId("5ea70f340e75000020036370"),20,KS,1999,2654052,10159,160,1065,2047,6887,107644,21874,79722,6048
ObjectId("5ea70f340e75000020036371"),20,KS,2000,2688418,10470,169,1022,2048,7231,108057,21484,80077,6496
ObjectId("5ea70f340e75000020036372"),20,KS,2001,2702125,10909,92,945,2423,7449,105537,20514,77038,7985
ObjectId("5ea70f340e75000020036373"),20,KS,2002,2711769,10229,78,1035,2165,6951,100768,19679,73877,7212
ObjectId("5ea70f340e75000020036374"),20,KS,2003,2724786,10831,125,1085,2247,7374,109276,21973,79471,7832
ObjectId("5ea70f340e75000020036375"),20,KS,2004,2733697,10330,122,1142,1812,7254,109771,20146,81115,8510
ObjectId("5ea70f340e75000020036376"),20,KS,2005,2748172,10701,101,1098,1795,7707,104588,19028,76222,9338
ObjectId("5ea70f340e75000020036377"),21,KY,2010,4347223,10604,188,1438,3748,5230,111170,30443,74488,6239
ObjectId("5ea70f340e75000020036378"),21,KY,2011,4366814,10465,151,1499,3705,5110,119037,32750,79586,6701
ObjectId("5ea70f340e75000020036379"),21,KY,2012,4379730,9852,201,1312,3547,4792,112800,29877,76199,6724
ObjectId("5ea70f340e7500002003637a"),21,KY,2008,4269245,12690,201,1457,4080,6952,114492,29556,77279,7657
ObjectId("5ea70f340e7500002003637b"),21,KY,1995,3860000,14079,276,1231,4001,8571,115298,28389,76906,10003
ObjectId("5ea70f340e7500002003637c"),21,KY,2009,4314113,11000,184,1531,3642,5643,108914,29880,72938,6096
ObjectId("5ea70f340e7500002003637d"),21,KY,1996,3884000,12448,228,1230,3643,7347,110531,26736,73653,10142
ObjectId("5ea70f340e7500002003637e"),21,KY,1997,3908000,12386,228,1304,3546,7308,109819,26638,73487,9694
ObjectId("5ea70f340e7500002003637f"),21,KY,1998,3936000,12909,237,1107,3468,8097,109721,27998,71971,9752
ObjectId("5ea70f340e75000020036380"),21,KY,1999,3960825,12212,203,1148,3104,7757,104768,25180,70719,8869
ObjectId("5ea70f340e75000020036381"),21,KY,2000,4041769,11903,193,1091,3256,7363,107723,25308,73141,9274
ObjectId("5ea70f340e75000020036382"),21,KY,2001,4068816,10510,181,1051,3269,6009,107356,26964,71448,8944
ObjectId("5ea70f340e75000020036383"),21,KY,2002,4089822,11101,191,1087,3131,6692,108590,26891,72378,9321
ObjectId("5ea70f340e75000020036384"),21,KY,2003,4118189,10232,181,1124,3224,5703,103370,26034,69083,8253
ObjectId("5ea70f340e75000020036385"),21,KY,2014,4412617,9495,164,1098,3343,4432,99909,23426,70108,6375
ObjectId("5ea70f340e75000020036386"),21,KY,2004,4141835,10152,236,1238,3268,5410,105209,25902,70535,8772
ObjectId("5ea70f340e75000020036387"),21,KY,2005,4172608,11134,190,1421,3690,5833,105608,26458,70354,8796
ObjectId("5ea70f340e75000020036388"),21,KY,2006,4206074,11361,173,1312,3850,6026,109428,27867,72197,9364
ObjectId("5ea70f340e75000020036389"),21,KY,2007,4241474,12329,206,1365,4068,6690,107987,27820,71489,8678
ObjectId("5ea70f340e7500002003638a"),21,KY,2016,4436113,10452,265,1641,3371,5068,97713,20932,66833,9948
ObjectId("5ea70f340e7500002003638b"),21,KY,2015,4424611,9887,219,1165,3314,4710,97545,22526,67143,7876
ObjectId("5ea70f340e7500002003638c"),21,KY,1979,3527000,8748,335,719,3247,4447,103548,32082,62431,9035
ObjectId("5ea70f340e7500002003638d"),21,KY,1980,3641479,9711,321,698,3468,5224,115328,37901,68296,9131
ObjectId("5ea70f340e7500002003638e"),21,KY,1981,3661000,10599,308,766,3687,5838,118690,38893,71194,8603
ObjectId("5ea70f340e7500002003638f"),21,KY,1982,3667000,11550,355,734,3568,6893,119304,37736,73020,8548
ObjectId("5ea70f340e75000020036390"),21,KY,1983,3714000,11967,364,817,3236,7550,115602,36286,71322,7994
ObjectId("5ea70f340e75000020036391"),21,KY,1984,3723000,10342,244,826,2631,6641,99803,29234,63860,6709
ObjectId("5ea70f340e75000020036392"),21,KY,1985,3726000,11384,256,806,2821,7501,98428,28739,62491,7198
ObjectId("5ea70f340e75000020036393"),21,KY,1986,3728000,12467,248,860,3076,8283,102810,30725,64882,7203
ObjectId("5ea70f340e75000020036394"),21,KY,1987,3727000,12589,280,781,3361,8167,109284,31571,70532,7181
ObjectId("5ea70f340e75000020036395"),21,KY,1988,3721000,12284,229,835,2764,8456,104362,30747,66711,6904
ObjectId("5ea70f340e75000020036396"),21,KY,1989,3727000,13302,293,917,2836,9256,110328,30526,71611,8191
ObjectId("5ea70f340e75000020036397"),21,KY,1990,3685296,14386,264,1068,2545,10509,107208,28264,71594,7350
ObjectId("5ea70f340e75000020036398"),21,KY,1991,3713000,16262,253,1315,3084,11610,108430,29576,70885,7969
ObjectId("5ea70f340e75000020036399"),21,KY,1992,3755000,20107,216,1209,3273,15409,104692,27378,69186,8128
ObjectId("5ea70f340e7500002003639a"),21,KY,1993,3789000,17530,249,1301,3425,12555,105979,28041,69745,8193
ObjectId("5ea70f340e7500002003639b"),21,KY,1994,3827000,16991,244,1350,3595,11802,110725,28718,73449,8558
ObjectId("5ea70f340e7500002003639c"),21,KY,2017,4453874,10292,265,,2967,5243,95899,20535,65006,10358
ObjectId("5ea70f340e7500002003639d"),21,KY,2018,4468402,9467,244,,2457,5059,87695,17190,60244,10261
ObjectId("5ea70f340e7500002003639e"),21,KY,2013,4399583,9280,172,951,3247,4215,104448,26331,72048,6069
ObjectId("5ea70f340e7500002003639f"),22,LA,2016,4686157,26477,555,1816,5575,18528,154511,34689,109492,10330
ObjectId("5ea70f340e750000200363a0"),22,LA,1998,4369000,34057,560,1609,8651,23237,232378,51210,157507,23661
ObjectId("5ea70f340e750000200363a1"),22,LA,1999,4372035,32033,468,1448,7591,22526,219219,47775,149749,21695
ObjectId("5ea70f340e750000200363a2"),22,LA,2009,4492076,28878,529,1351,6150,20848,172619,46928,114102,11589
ObjectId("5ea70f340e750000200363a3"),22,LA,2010,4545343,25241,500,1230,5297,18214,165667,45437,110260,9970
ObjectId("5ea70f340e750000200363a4"),22,LA,1996,4351000,40426,762,1805,12036,25823,257130,56379,173271,27480
ObjectId("5ea70f340e750000200363a5"),22,LA,2002,4476192,29690,593,1529,7123,20445,198838,45350,133302,20186
ObjectId("5ea70f340e750000200363a6"),22,LA,2003,4493665,28622,584,1601,7008,19429,193698,44572,129471,19655
ObjectId("5ea70f340e750000200363a7"),22,LA,2004,4506685,28844,574,1616,6564,20090,199153,45359,134080,19714
ObjectId("5ea70f340e750000200363a8"),22,LA,2005,4507331,26889,450,1421,5337,19681,166611,39382,112840,14389
ObjectId("5ea70f340e750000200363a9"),22,LA,2006,4287768,30923,555,1587,5928,22853,174975,46703,112605,15667
ObjectId("5ea70f340e750000200363aa"),22,LA,2007,4293204,31789,625,1427,6316,23421,180516,46932,118291,15293
ObjectId("5ea70f340e750000200363ab"),22,LA,2008,4410796,29613,544,1250,6241,21578,171179,45524,112091,13564
ObjectId("5ea70f340e750000200363ac"),22,LA,2011,4574766,25373,506,1262,5235,18370,168529,46242,113174,9113
ObjectId("5ea70f340e750000200363ad"),22,LA,2012,4602134,22839,489,1155,5458,15737,162673,42037,112764,7872
ObjectId("5ea70f340e750000200363ae"),22,LA,2013,4629284,24127,494,1248,5539,16331,165679,41214,115300,9165
ObjectId("5ea70f340e750000200363af"),22,LA,1995,4342000,43741,740,1855,11662,29484,246132,53481,166667,25984
ObjectId("5ea70f340e750000200363b0"),22,LA,2015,4668960,25202,492,1246,5561,17416,157708,35457,112520,9731
ObjectId("5ea70f340e750000200363b1"),22,LA,2014,4648990,23983,476,981,5725,16400,161192,38541,113251,9400
ObjectId("5ea70f340e750000200363b2"),22,LA,1979,4026000,27229,682,1554,8832,16161,188514,56237,115856,16421
ObjectId("5ea70f340e750000200363b3"),22,LA,1980,4199542,27926,661,1867,8271,17127,201106,63997,121298,15811
ObjectId("5ea70f340e750000200363b4"),22,LA,1981,4305000,27478,673,1782,8698,16325,199295,61756,121955,15584
ObjectId("5ea70f340e750000200363b5"),22,LA,1982,4362000,29185,698,1740,9275,17472,202489,62151,125701,14637
ObjectId("5ea70f340e750000200363b6"),22,LA,1983,4438000,28444,629,1770,8433,17612,194636,57359,123492,13785
ObjectId("5ea70f340e750000200363b7"),22,LA,1984,4462000,30251,575,1864,8501,19311,197778,54711,129348,13719
ObjectId("5ea70f340e750000200363b8"),22,LA,1985,4481000,31108,487,1782,8526,20313,218195,59326,141739,17130
ObjectId("5ea70f340e750000200363b9"),22,LA,1986,4501000,34128,575,1806,10071,21676,239444,65751,153818,19875
ObjectId("5ea70f340e750000200363ba"),22,LA,1987,4461000,30916,496,1600,7987,20833,231090,64441,148247,18402
ObjectId("5ea70f340e750000200363bb"),22,LA,1988,4420000,31711,512,1702,9238,20259,222913,63843,139141,19929
ObjectId("5ea70f340e750000200363bc"),22,LA,1989,4382000,34257,653,1675,10397,21532,239235,64184,152209,22842
