_id,state_id,state_abbr,year,population,violent_crime,homicide,rape_legacy,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft
ObjectId("5ea70f340e750000200364d6"),28,MO,1991,5158000,39358,543,1756,12952,24107,239982,64643,146533,28806
ObjectId("5ea70f340e750000200364d7"),28,MO,1992,5193000,38448,547,1895,11783,24223,226246,57127,143288,25831
ObjectId("5ea70f340e750000200364d8"),28,MO,1993,5234000,38963,590,1894,12654,23825,227731,53673,145392,28666
ObjectId("5ea70f340e750000200364d9"),28,MO,1994,5278000,39240,554,1955,12178,24553,240898,55577,158283,27038
ObjectId("5ea70f340e750000200364da"),28,MO,2017,6108612,32450,599,,6362,22752,173380,30086,123356,19938
ObjectId("5ea70f340e750000200364db"),28,MO,2018,6126452,30758,607,,5197,22042,162173,27257,115101,19815
ObjectId("5ea70f340e750000200364dc"),28,MO,2015,6076204,30292,503,1858,6383,20833,173788,34029,122749,17010
ObjectId("5ea70f340e750000200364dd"),28,MO,2008,5911605,29701,456,1612,7395,20238,216522,45763,150002,20757
ObjectId("5ea70f340e750000200364de"),28,MO,2009,5987580,29513,387,1606,7437,20083,201783,43591,140764,17428
ObjectId("5ea70f350e750000200364df"),30,MT,1996,879000,1415,34,238,261,882,38084,4908,30928,2248
ObjectId("5ea70f350e750000200364e0"),30,MT,1997,879000,1161,42,171,179,769,37592,5002,30411,2179
ObjectId("5ea70f350e750000200364e1"),30,MT,1998,880000,1797,18,235,232,1312,36564,4575,29940,2049
ObjectId("5ea70f350e750000200364e2"),30,MT,1999,882779,2090,22,293,239,1536,29103,3876,23353,1874
ObjectId("5ea70f350e750000200364e3"),30,MT,2000,902195,2807,20,308,203,2276,32198,3624,26678,1896
ObjectId("5ea70f350e750000200364e4"),30,MT,2001,905382,3187,34,188,230,2735,30175,3670,24684,1821
ObjectId("5ea70f350e750000200364e5"),30,MT,2002,910372,3197,16,237,283,2661,28751,3289,23679,1783
ObjectId("5ea70f350e750000200364e6"),30,MT,2003,918157,3351,30,246,298,2777,28428,3722,22800,1906
ObjectId("5ea70f350e750000200364e7"),30,MT,2004,926920,2723,30,273,233,2187,27215,3515,22082,1618
ObjectId("5ea70f350e750000200364e8"),30,MT,2005,934737,2634,18,301,177,2138,29407,3642,23794,1971
ObjectId("5ea70f350e750000200364e9"),30,MT,2006,944632,3564,33,348,233,2950,26986,3380,21659,1947
ObjectId("5ea70f350e750000200364ea"),30,MT,2007,957861,3638,27,363,233,3015,27837,3476,22315,2046
ObjectId("5ea70f350e750000200364eb"),30,MT,2008,967440,3013,40,358,204,2411,26300,3689,20834,1777
ObjectId("5ea70f350e750000200364ec"),30,MT,2009,974989,2798,32,357,228,2181,24826,3686,19528,1612
ObjectId("5ea70f350e750000200364ed"),30,MT,2010,990958,2733,25,332,154,2222,25409,3692,20166,1551
ObjectId("5ea70f350e750000200364ee"),30,MT,2012,1005494,2803,29,392,202,2180,26102,3920,20484,1698
ObjectId("5ea70f350e750000200364ef"),30,MT,2011,997667,2755,29,366,171,2189,23885,3347,19089,1449
ObjectId("5ea70f350e750000200364f0"),30,MT,2013,1014864,2924,23,382,217,2217,26195,4122,20192,1881
ObjectId("5ea70f350e750000200364f1"),30,MT,2014,1023252,3361,38,396,202,2563,25525,3639,19826,2060
ObjectId("5ea70f350e750000200364f2"),30,MT,2016,1038656,3886,37,578,268,2983,28156,3966,21427,2763
ObjectId("5ea70f350e750000200364f3"),30,MT,1995,870000,1491,35,231,253,972,40246,5060,32797,2389
ObjectId("5ea70f350e750000200364f4"),30,MT,2015,1032073,3647,38,405,210,2827,27276,3887,20966,2423
ObjectId("5ea70f350e750000200364f5"),30,MT,1979,786000,1762,33,162,260,1307,33298,6314,24537,2447
ObjectId("5ea70f350e750000200364f6"),30,MT,1980,781592,1740,31,164,266,1279,37531,7430,27587,2514
ObjectId("5ea70f350e750000200364f7"),30,MT,1981,792000,2004,27,175,302,1500,37746,7651,27874,2221
ObjectId("5ea70f350e750000200364f8"),30,MT,1982,801000,1801,31,119,265,1386,32908,6759,24079,2070
ObjectId("5ea70f350e750000200364f9"),30,MT,1983,817000,1737,30,162,192,1353,36208,7420,26918,1870
ObjectId("5ea70f350e750000200364fa"),30,MT,1984,824000,1958,36,170,226,1526,36380,7070,27080,2230
ObjectId("5ea70f350e750000200364fb"),30,MT,1985,826000,1722,48,159,173,1342,35855,6835,26746,2274
ObjectId("5ea70f350e750000200364fc"),30,MT,1986,819000,1289,24,142,160,963,35393,6491,27142,1760
ObjectId("5ea70f350e750000200364fd"),30,MT,1987,809000,1223,33,160,196,834,35986,6521,27541,1924
ObjectId("5ea70f350e750000200364fe"),30,MT,1988,804000,989,21,135,182,651,33318,5657,25921,1740
ObjectId("5ea70f350e750000200364ff"),30,MT,1989,806000,935,23,145,137,630,31285,5575,23892,1818
ObjectId("5ea70f350e75000020036500"),30,MT,1990,799065,1273,39,195,173,866,34702,5666,27098,1938
ObjectId("5ea70f350e75000020036501"),30,MT,1991,808000,1130,21,160,150,799,28347,4231,22449,1667
ObjectId("5ea70f350e75000020036502"),30,MT,1992,824000,1400,24,210,222,944,36472,5306,29243,1923
ObjectId("5ea70f350e75000020036503"),30,MT,1993,839000,1489,25,234,272,958,38699,5992,30641,2066
ObjectId("5ea70f350e75000020036504"),30,MT,1994,856000,1516,28,233,280,975,41445,6178,32817,2450
ObjectId("5ea70f350e75000020036505"),30,MT,2017,1053090,3937,41,,234,3023,27294,3623,21073,2598
ObjectId("5ea70f350e75000020036506"),30,MT,2018,1062305,3974,34,,269,3120,26518,3257,20465,2796
ObjectId("5ea70f350e75000020036507"),31,NE,2005,1758163,5052,44,581,1040,3387,60348,9408,45359,5581
ObjectId("5ea70f350e75000020036508"),31,NE,1996,1652000,7182,48,447,1052,5635,66110,10152,50315,5643
ObjectId("5ea70f350e75000020036509"),31,NE,1997,1657000,7265,50,406,1097,5712,63717,9813,48363,5541
ObjectId("5ea70f350e7500002003650a"),31,NE,1998,1663000,7507,51,417,1290,5749,65752,10544,49420,5788
ObjectId("5ea70f350e7500002003650b"),31,NE,1999,1666028,7167,60,414,1264,5429,61277,10158,45679,5440
ObjectId("5ea70f350e7500002003650c"),31,NE,2000,1711263,5606,63,436,1147,3960,64479,10131,49118,5230
ObjectId("5ea70f350e7500002003650d"),31,NE,2001,1720039,5214,43,431,1128,3612,68963,9760,52713,6490
ObjectId("5ea70f350e7500002003650e"),31,NE,2002,1727564,5428,48,464,1359,3557,68178,10329,51440,6409
ObjectId("5ea70f350e7500002003650f"),31,NE,2006,1768331,5197,51,577,1136,3433,59411,9535,44710,5166
ObjectId("5ea70f350e75000020036510"),31,NE,2007,1774571,5524,71,550,1115,3788,55765,9035,41484,5246
ObjectId("5ea70f350e75000020036511"),31,NE,2008,1783432,5570,69,601,1297,3603,51350,8731,38394,4225
ObjectId("5ea70f350e75000020036512"),31,NE,2009,1796619,5199,41,617,1220,3321,49731,8726,37496,3509
ObjectId("5ea70f350e75000020036513"),31,NE,2010,1830141,5093,54,674,1020,3345,48827,8318,36896,3613
ObjectId("5ea70f350e75000020036514"),31,NE,2011,1842234,4672,68,699,993,2912,50894,8725,38060,4109
ObjectId("5ea70f350e75000020036515"),31,NE,2013,1868969,4949,56,621,1035,3011,49197,8945,35791,4461
ObjectId("5ea70f350e75000020036516"),31,NE,2012,1855350,4802,52,710,1128,2912,51203,8745,38301,4157
ObjectId("5ea70f350e75000020036517"),31,NE,2003,1737475,5105,56,504,1165,3380,65189,10133,48924,6132
ObjectId("5ea70f350e75000020036518"),31,NE,2004,1747704,5393,40,620,1138,3595,61512,9826,46399,5287
ObjectId("5ea70f350e75000020036519"),31,NE,2016,1907603,5661,49,994,946,3558,43197,6459,32009,4729
ObjectId("5ea70f350e7500002003651a"),31,NE,1995,1637000,6253,48,317,1067,4821,68140,10344,52044,5752
ObjectId("5ea70f350e7500002003651b"),31,NE,2015,1893765,5167,62,648,994,3226,42597,6443,32148,4006
ObjectId("5ea70f350e7500002003651c"),31,NE,2014,1882980,5201,53,645,1044,3226,47526,7936,35063,4527
ObjectId("5ea70f350e7500002003651d"),31,NE,1979,1574000,3556,65,338,1157,1996,59295,12804,42195,4296
ObjectId("5ea70f350e7500002003651e"),31,NE,1980,1563921,3512,69,363,1286,1794,63818,14316,45692,3810
ObjectId("5ea70f350e7500002003651f"),31,NE,1981,1576000,2861,49,323,1115,1374,62977,14383,45324,3270
ObjectId("5ea70f350e75000020036520"),31,NE,1982,1586000,3641,31,329,982,2299,59019,12867,43331,2821
ObjectId("5ea70f350e75000020036521"),31,NE,1983,1597000,3477,42,339,796,2300,57012,12408,42026,2578
ObjectId("5ea70f350e75000020036522"),31,NE,1984,1606000,3627,54,381,693,2499,52526,10339,39875,2312
ObjectId("5ea70f350e75000020036523"),31,NE,1985,1606000,3821,47,376,779,2619,55514,11730,41278,2506
ObjectId("5ea70f350e75000020036524"),31,NE,1986,1598000,4196,50,393,817,2936,57418,11956,42784,2678
ObjectId("5ea70f350e75000020036525"),31,NE,1987,1594000,4004,55,345,751,2853,61853,13516,45692,2645
ObjectId("5ea70f350e75000020036526"),31,NE,1988,1601000,4374,58,385,898,3033,61908,12251,46634,3023
ObjectId("5ea70f350e75000020036527"),31,NE,1989,1611000,4503,40,381,837,3245,61413,12010,46403,3000
ObjectId("5ea70f350e75000020036528"),31,NE,1990,1578385,5209,43,473,807,3886,61290,11424,47054,2812
ObjectId("5ea70f350e75000020036529"),31,NE,1991,1593000,5330,52,447,861,3970,64031,11574,49071,3386
ObjectId("5ea70f350e7500002003652a"),31,NE,1992,1606000,5598,68,504,911,4115,63846,11477,49144,3225
ObjectId("5ea70f350e7500002003652b"),31,NE,1993,1607000,6071,63,447,1003,4558,62725,10662,46811,5252
ObjectId("5ea70f350e7500002003652c"),31,NE,1994,1623000,6322,51,500,1223,4548,65746,10963,48547,6236
ObjectId("5ea70f350e7500002003652d"),31,NE,2017,1917575,5979,42,,1020,3726,43856,6513,32064,5279
ObjectId("5ea70f350e7500002003652e"),31,NE,2018,1929268,5494,44,,756,3461,40126,5246,30006,4874
ObjectId("5ea70f350e7500002003652f"),37,NV,1996,1603000,13005,220,856,4931,6998,83047,19558,52295,11194
ObjectId("5ea70f350e75000020036530"),37,NV,1997,1677000,13395,187,1005,5071,7132,88307,21975,53112,13220
ObjectId("5ea70f350e75000020036531"),37,NV,2009,2643085,18639,156,1024,6028,11431,80976,22115,46463,12398
ObjectId("5ea70f350e75000020036532"),37,NV,2010,2704283,17929,158,965,5298,11508,75004,22286,42533,10185
ObjectId("5ea70f350e75000020036533"),37,NV,2000,1998257,10474,129,860,4543,4942,74823,17526,44125,13172
ObjectId("5ea70f350e75000020036534"),37,NV,2001,2097722,12359,180,883,4932,6364,77486,17711,45073,14702
ObjectId("5ea70f350e75000020036535"),37,NV,2002,2167455,13856,181,928,5118,7629,83896,18951,47459,17486
ObjectId("5ea70f350e75000020036536"),37,NV,2003,2242207,13813,197,871,5225,7520,96128,21958,53321,20849
ObjectId("5ea70f350e75000020036537"),37,NV,2004,2332898,14379,172,954,4905,8348,98215,23142,52438,22635
ObjectId("5ea70f350e75000020036538"),37,NV,2005,2412301,14654,206,1016,4702,8730,102424,23481,52012,26931
ObjectId("5ea70f350e75000020036539"),37,NV,2006,2495529,18687,226,1092,7038,10331,102338,24902,50429,27007
ObjectId("5ea70f350e7500002003653a"),37,NV,2007,2565382,19365,193,1096,6938,11138,97118,24911,49844,22363
ObjectId("5ea70f350e7500002003653b"),37,NV,2008,2600167,18973,165,1106,6486,11216,90006,24254,49814,15938
ObjectId("5ea70f350e7500002003653c"),37,NV,2011,2720028,15452,139,913,4308,10092,70075,20342,40156,9577
ObjectId("5ea70f350e7500002003653d"),37,NV,2012,2754354,16763,124,931,4918,10790,77510,22120,45372,10018
ObjectId("5ea70f350e7500002003653e"),37,NV,2013,2791494,16888,163,1090,5183,10060,79177,23047,46132,9998
ObjectId("5ea70f350e7500002003653f"),37,NV,1999,1809253,10311,165,943,4209,4994,73874,17613,43167,13094
ObjectId("5ea70f350e75000020036540"),37,NV,2014,2838281,18043,170,987,5954,10562,74574,21924,42466,10184
ObjectId("5ea70f350e75000020036541"),37,NV,1995,1530000,14461,163,937,4966,8395,86203,20235,54563,11405
ObjectId("5ea70f350e75000020036542"),37,NV,2015,2883758,20118,178,1232,6287,11965,77137,22360,43426,11351
ObjectId("5ea70f350e75000020036543"),37,NV,1979,702000,5866,123,418,2861,2464,56132,19799,31388,4945
ObjectId("5ea70f350e75000020036544"),37,NV,1980,800312,7304,160,538,3686,2920,63556,23263,34864,5429
ObjectId("5ea70f350e75000020036545"),37,NV,1981,845000,7575,148,548,3870,3009,65027,23046,36955,5026
ObjectId("5ea70f350e75000020036546"),37,NV,1982,881000,7096,120,542,3697,2737,62512,21256,36279,4977
ObjectId("5ea70f350e75000020036547"),37,NV,1983,891000,5838,114,457,2737,2530,53871,17922,31749,4200
ObjectId("5ea70f350e75000020036548"),37,NV,1984,911000,5726,98,553,2542,2533,54045,18023,31508,4514
ObjectId("5ea70f350e75000020036549"),37,NV,1985,936000,6244,96,564,2573,3011,55294,17312,33336,4646
ObjectId("5ea70f350e7500002003654a"),37,NV,1986,963000,6923,121,625,2763,3414,53647,15446,33601,4600
ObjectId("5ea70f350e7500002003654b"),37,NV,1987,1007000,7006,85,622,2744,3555,57154,16408,35157,5589
ObjectId("5ea70f350e7500002003654c"),37,NV,1988,1060000,8275,111,782,3087,4295,60128,16376,37401,6351
ObjectId("5ea70f350e7500002003654d"),37,NV,1989,1111000,6947,91,662,2784,3410,62732,15607,40686,6439
ObjectId("5ea70f350e7500002003654e"),37,NV,1990,1201833,7222,116,748,2864,3494,65652,16434,42097,7121
ObjectId("5ea70f350e7500002003654f"),37,NV,1991,1284000,8693,152,848,4012,3681,72183,18026,45781,8376
ObjectId("5ea70f350e75000020036550"),37,NV,1992,1327000,9247,145,833,4397,3872,73077,17108,46714,9255
ObjectId("5ea70f350e75000020036551"),37,NV,1993,1389000,12157,144,846,4724,6443,73685,17293,46137,10255
ObjectId("5ea70f350e75000020036552"),37,NV,1994,1457000,14597,170,1001,5134,8292,82693,19735,51893,11065
ObjectId("5ea70f350e75000020036553"),37,NV,2016,2939254,19924,228,1733,6338,11629,75922,18816,43949,13157
ObjectId("5ea70f350e75000020036554"),37,NV,2017,2972405,16663,266,,4841,9660,78320,20049,45459,12812
ObjectId("5ea70f350e75000020036555"),37,NV,2018,3034392,16420,202,,3862,10027,73985,17743,44338,11904
ObjectId("5ea70f350e75000020036556"),37,NV,1998,1747000,11244,170,911,4453,5710,81006,19873,47367,13766
ObjectId("5ea70f350e75000020036557"),34,NH,2007,1315828,1896,12,357,451,1076,26394,5074,19909,1411
ObjectId("5ea70f350e75000020036558"),34,NH,2010,1316807,2204,13,411,450,1330,29230,5444,22789,997
ObjectId("5ea70f350e75000020036559"),34,NH,2011,1317807,2864,16,581,509,1758,32756,6244,25398,1114
ObjectId("5ea70f350e7500002003655a"),34,NH,2013,1322616,2952,21,522,645,1708,30409,5283,24188,938
ObjectId("5ea70f350e7500002003655b"),34,NH,1996,1162000,1373,20,404,317,632,31436,5063,24611,1762
ObjectId("5ea70f350e7500002003655c"),34,NH,1997,1173000,1328,16,395,274,643,29635,4612,23430,1593
ObjectId("5ea70f350e7500002003655d"),34,NH,1998,1185000,1270,18,400,255,597,27405,3852,22079,1474
ObjectId("5ea70f350e7500002003655e"),34,NH,1999,1201134,1159,18,345,257,539,26247,3698,21195,1354
ObjectId("5ea70f350e7500002003655f"),34,NH,2004,1299169,2202,17,466,500,1219,26658,4979,19723,1956
ObjectId("5ea70f350e75000020036560"),34,NH,2005,1306819,1761,19,406,365,971,24031,4192,18493,1346
ObjectId("5ea70f350e75000020036561"),34,NH,2006,1314895,1785,13,295,435,1042,26060,4395,20179,1486
ObjectId("5ea70f350e75000020036562"),34,NH,2008,1315809,2054,14,385,421,1234,28387,4266,22714,1407
ObjectId("5ea70f350e75000020036563"),34,NH,2009,1324575,2125,11,399,454,1261,28790,4915,22748,1127
ObjectId("5ea70f350e75000020036564"),34,NH,2012,1321617,2841,15,486,471,1869,32074,5988,25024,1062
ObjectId("5ea70f350e75000020036565"),34,NH,2014,1327996,2625,16,438,544,1469,26098,4191,21051,856
ObjectId("5ea70f350e75000020036566"),34,NH,2000,1235786,2167,22,522,453,1170,27901,4992,20761,2148
ObjectId("5ea70f350e75000020036567"),34,NH,2001,1259359,2144,17,458,445,1224,27089,4889,20060,2140
ObjectId("5ea70f350e75000020036568"),34,NH,2002,1274405,2056,12,446,413,1185,26250,4838,19468,1944
ObjectId("5ea70f350e75000020036569"),34,NH,2003,1288705,1937,17,438,480,1002,26456,4589,19934,1933
ObjectId("5ea70f350e7500002003656a"),34,NH,1995,1148000,1314,21,333,314,646,29170,4806,22698,1666
ObjectId("5ea70f350e7500002003656b"),34,NH,2015,1330111,2692,15,468,475,1558,23453,3482,19076,895
ObjectId("5ea70f350e7500002003656c"),34,NH,1979,887000,1241,21,152,254,814,39373,10635,25856,2882
ObjectId("5ea70f350e7500002003656d"),34,NH,1980,919114,1653,23,159,386,1085,41358,12067,26443,2848
ObjectId("5ea70f350e7500002003656e"),34,NH,1981,935000,1375,27,154,335,859,39034,11090,25692,2252
ObjectId("5ea70f350e7500002003656f"),34,NH,1982,951000,1187,21,154,322,690,35229,8987,24115,2127
ObjectId("5ea70f350e75000020036570"),34,NH,1983,959000,1200,19,187,231,763,30987,7882,21359,1746
ObjectId("5ea70f350e75000020036571"),34,NH,1984,977000,1308,10,202,227,869,29347,7190,20314,1843
ObjectId("5ea70f350e75000020036572"),34,NH,1985,998000,1405,21,191,266,927,31049,7608,21459,1982
ObjectId("5ea70f350e75000020036573"),34,NH,1986,1027000,1433,23,221,242,947,32767,7754,22675,2338
ObjectId("5ea70f350e75000020036574"),34,NH,1987,1057000,1581,32,281,280,988,34058,7344,24426,2288
ObjectId("5ea70f350e75000020036575"),34,NH,1988,1097000,1622,25,276,231,1090,34951,7489,24964,2498
ObjectId("5ea70f350e75000020036576"),34,NH,1989,1107000,1865,36,327,264,1238,37945,8157,27087,2701
ObjectId("5ea70f350e75000020036577"),34,NH,1990,1109252,1459,21,386,302,750,38976,8158,28111,2707
ObjectId("5ea70f350e75000020036578"),34,NH,1991,1105000,1318,40,330,365,583,36780,8126,26220,2434
ObjectId("5ea70f350e75000020036579"),34,NH,1992,1111000,1397,18,424,367,588,32828,6909,23754,2165
ObjectId("5ea70f350e7500002003657a"),34,NH,1993,1125000,1550,23,499,307,721,31131,5795,23153,2183
ObjectId("5ea70f350e7500002003657b"),34,NH,1994,1137000,1328,16,407,308,597,29837,5275,22260,2302
ObjectId("5ea70f350e7500002003657c"),34,NH,2017,1349767,2642,13,,441,1569,18550,2554,15087,909
ObjectId("5ea70f350e7500002003657d"),34,NH,2018,1356458,2349,21,,359,1435,16935,1847,14219,869
ObjectId("5ea70f350e7500002003657e"),34,NH,2016,1335015,2668,19,582,431,1609,20323,2989,16454,880
ObjectId("5ea70f350e7500002003657f"),35,NJ,2003,8642412,31488,406,1288,13342,16452,220350,43457,142287,34606
ObjectId("5ea70f350e75000020036580"),35,NJ,2004,8685166,30943,392,1331,13076,16144,211313,41030,139977,30306
ObjectId("5ea70f350e75000020036581"),35,NJ,2005,8703150,30919,417,1208,13215,16079,203391,38980,136728,27683
ObjectId("5ea70f350e75000020036582"),35,NJ,2012,8867749,25727,388,1035,11385,12919,181481,42338,122662,16481
ObjectId("5ea70f350e75000020036583"),35,NJ,1996,7988000,42459,338,1976,18838,21307,303657,63259,193961,46437
ObjectId("5ea70f350e75000020036584"),35,NJ,1997,8053000,39673,337,1729,16957,20650,287038,60894,184979,41165
ObjectId("5ea70f350e75000020036585"),35,NJ,1998,8115000,35720,325,1623,15109,18663,260810,54459,171166,35185
ObjectId("5ea70f350e75000020036586"),35,NJ,1999,8143412,33540,287,1409,14243,17601,243333,46998,160978,35357
ObjectId("5ea70f350e75000020036587"),35,NJ,2000,8414350,32298,289,1357,13553,17099,233637,43924,155562,34151
ObjectId("5ea70f350e75000020036588"),35,NJ,2001,8511116,33094,336,1278,14110,17370,240551,46812,156031,37708
ObjectId("5ea70f350e75000020036589"),35,NJ,2002,8575252,32252,339,1365,13955,16593,227715,43899,148061,35755
ObjectId("5ea70f350e7500002003658a"),35,NJ,2006,8724560,30550,427,1201,13360,15562,198820,39384,134687,24749
ObjectId("5ea70f350e7500002003658b"),35,NJ,2007,8685920,28544,381,1032,12567,14564,192338,37234,133145,21959
ObjectId("5ea70f350e7500002003658c"),35,NJ,2008,8682661,28351,376,1122,12701,14152,199127,40402,138545,20180
ObjectId("5ea70f350e7500002003658d"),35,NJ,2009,8707739,27113,319,1041,11639,14114,180752,36945,128303,15504
ObjectId("5ea70f350e7500002003658e"),35,NJ,2010,8799593,27055,371,981,11818,13885,183042,38732,128754,15556
ObjectId("5ea70f350e7500002003658f"),35,NJ,2011,8834773,27203,380,1006,12209,13608,189719,43238,129066,17415
ObjectId("5ea70f350e75000020036590"),35,NJ,1995,7945000,47652,409,1927,22486,22830,326056,69533,206339,50184
ObjectId("5ea70f350e75000020036591"),35,NJ,2013,8911502,25748,404,861,12084,12071,167634,35883,118005,13746
ObjectId("5ea70f350e75000020036592"),35,NJ,2014,8938844,23319,352,953,10499,11188,154945,31707,111534,11704
ObjectId("5ea70f350e75000020036593"),35,NJ,1979,7332000,36747,484,2037,18332,15894,390018,117421,221552,51045
ObjectId("5ea70f350e75000020036594"),35,NJ,1980,7342164,44373,504,2257,22299,19313,425623,137900,234160,53563
ObjectId("5ea70f350e75000020036595"),35,NJ,1981,7401000,46674,542,2374,24761,18997,410693,128274,231846,50573
ObjectId("5ea70f350e75000020036596"),35,NJ,1982,7438000,45175,482,2149,22880,19664,377016,106418,223978,46620
ObjectId("5ea70f350e75000020036597"),35,NJ,1983,7468000,41304,399,2266,20086,18553,344296,92391,206778,45127
ObjectId("5ea70f350e75000020036598"),35,NJ,1984,7515000,39659,402,2446,18218,18593,325231,79871,202181,43179
ObjectId("5ea70f350e75000020036599"),35,NJ,1985,7562000,41172,407,2424,19282,19059,344067,79923,213907,50237
ObjectId("5ea70f350e7500002003659a"),35,NJ,1986,7620000,43623,399,2531,20473,20220,355764,81595,215073,59096
ObjectId("5ea70f350e7500002003659b"),35,NJ,1987,7672000,41507,351,2559,17862,20735,362155,77392,219906,64857
ObjectId("5ea70f350e7500002003659c"),35,NJ,1988,7720000,44993,411,2600,18927,23055,363807,75675,219086,69046
ObjectId("5ea70f350e7500002003659d"),35,NJ,1989,7736000,47111,394,2449,21139,23129,360532,75548,213878,71106
ObjectId("5ea70f350e7500002003659e"),35,NJ,1990,7730188,50057,432,2307,23269,24049,371023,78628,219767,72628
ObjectId("5ea70f350e7500002003659f"),35,NJ,1991,7760000,49257,406,2259,22744,23848,372212,78821,221544,71847
ObjectId("5ea70f350e750000200365a0"),35,NJ,1992,7789000,48745,397,2392,22216,23740,345718,75508,206686,63524
ObjectId("5ea70f350e750000200365a1"),35,NJ,1993,7879000,49390,418,2215,23319,23438,328867,76738,195876,56253
ObjectId("5ea70f350e750000200365a2"),35,NJ,1994,7904000,48544,396,1972,22762,23414,319856,72074,195618,52164
ObjectId("5ea70f350e750000200365a3"),35,NJ,2017,8888543,20604,324,,7895,10880,140086,23891,104025,12170
ObjectId("5ea70f350e750000200365a4"),35,NJ,2018,8908520,18537,286,,6364,10463,125156,19232,94887,11037
ObjectId("5ea70f350e750000200365a5"),35,NJ,2016,8978416,21861,378,1453,8940,11089,138012,25229,101459,11324
ObjectId("5ea70f350e750000200365a6"),35,NJ,2015,8935421,22879,363,1019,9729,11414,145701,27960,105963,11778
ObjectId("5ea70f350e750000200365a7"),36,NM,1996,1713000,14399,197,1088,2782,10332,98698,23586,65139,9973
ObjectId("5ea70f350e750000200365a8"),36,NM,1997,1730000,14762,134,872,2966,10790,104721,25126,67188,12407
ObjectId("5ea70f350e750000200365a9"),36,NM,1998,1737000,16700,190,957,2839,12714,100011,24213,65031,10767
ObjectId("5ea70f350e750000200365aa"),36,NM,1999,1739844,14520,170,944,2579,10827,89220,21481,59613,8126
ObjectId("5ea70f350e750000200365ab"),36,NM,2000,1819046,13786,135,922,2499,10230,86605,21339,57925,7341
ObjectId("5ea70f350e750000200365ac"),36,NM,2001,1830935,14288,99,850,2695,10644,83095,19552,56406,7137
ObjectId("5ea70f350e750000200365ad"),36,NM,2002,1852044,13719,152,1027,2206,10334,80477,19634,53406,7437
ObjectId("5ea70f350e750000200365ae"),36,NM,2003,1878562,12535,116,940,1937,9542,76816,18997,50595,7224
ObjectId("5ea70f350e750000200365af"),36,NM,2004,1903006,13081,169,1039,2062,9811,79895,19924,52069,7902
ObjectId("5ea70f350e750000200365b0"),36,NM,2005,1925985,12448,144,1041,1893,9370,79575,20939,50707,7929
ObjectId("5ea70f350e750000200365b1"),36,NM,2006,1954599,12797,134,1073,2095,9495,76000,20906,45864,9230
ObjectId("5ea70f350e750000200365b2"),36,NM,2008,1984356,12967,161,1118,2151,9537,75718,20706,46995,8017
ObjectId("5ea70f350e750000200365b3"),36,NM,2009,2009671,12709,198,1069,1932,9510,74639,21955,46182,6502
ObjectId("5ea70f350e750000200365b4"),36,NM,2010,2065913,12147,140,959,1616,9432,70776,21023,44503,5250
ObjectId("5ea70f350e750000200365b5"),36,NM,2011,2078674,11904,158,856,1720,9170,73549,21419,46730,5400
ObjectId("5ea70f350e750000200365b6"),36,NM,2012,2083540,11660,116,957,1847,8740,75094,21384,48247,5463
ObjectId("5ea70f350e750000200365b7"),36,NM,2007,1969915,13311,183,1028,2323,9777,75168,20823,45442,8903
ObjectId("5ea70f350e750000200365b8"),36,NM,2013,2086895,12990,123,1135,1832,9470,78958,21828,51146,5984
ObjectId("5ea70f350e750000200365b9"),36,NM,2014,2085567,12465,101,1070,2086,8797,73877,18505,49082,6290
ObjectId("5ea70f350e750000200365ba"),36,NM,1995,1685000,13804,148,954,2604,10098,94508,24383,61478,8647
ObjectId("5ea70f350e750000200365bb"),36,NM,2015,2080328,13672,117,1218,2485,9407,77212,17084,51485,8643
ObjectId("5ea70f350e750000200365bc"),36,NM,1979,1241000,7272,154,582,1502,5034,64563,18385,41745,4433
ObjectId("5ea70f350e750000200365bd"),36,NM,1980,1295474,7967,170,561,1657,5579,69490,19335,45613,4542
ObjectId("5ea70f350e750000200365be"),36,NM,1981,1327000,8913,151,628,1868,6266,73369,21405,47252,4712
ObjectId("5ea70f350e750000200365bf"),36,NM,1982,1359000,9982,158,656,1715,7453,79816,22135,53402,4279
ObjectId("5ea70f350e750000200365c0"),36,NM,1983,1399000,9608,124,671,1595,7218,79175,21813,53077,4285
ObjectId("5ea70f350e750000200365c1"),36,NM,1984,1424000,9798,130,783,1856,7029,79108,23349,51195,4564
ObjectId("5ea70f350e750000200365c2"),36,NM,1985,1450000,10207,158,722,2003,7324,83843,25432,53398,5013
ObjectId("5ea70f350e750000200365c3"),36,NM,1986,1479000,10731,170,693,1916,7952,87266,27283,54906,5077
ObjectId("5ea70f350e750000200365c4"),36,NM,1987,1500000,9427,152,646,1625,7004,88775,26815,56777,5183
ObjectId("5ea70f350e750000200365c5"),36,NM,1988,1510000,9938,173,580,1557,7628,89817,27737,56192,5888
ObjectId("5ea70f350e750000200365c6"),36,NM,1989,1528000,10755,132,702,1607,8314,89693,26146,58201,5346
ObjectId("5ea70f350e750000200365c7"),36,NM,1990,1515069,11821,139,753,1744,9185,89448,26343,58004,5101
ObjectId("5ea70f350e750000200365c8"),36,NM,1991,1548000,12922,163,811,1862,10086,90474,26672,58441,5361
